name,category,classification,item_type,unit_of_measure,is_trackable,description,condition,quantity,serial_number,expiration_date
"LED T5, 9W (WW)",pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Liquid Soap,cmp_pm_acu_pm,consumable,cleaning_supplies,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LL Condulet (FS Type 1/2),pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Lock Nut 5/8,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Lock Nut and Conduit Bushing 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Lock Nut and Conduit Bushing 2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Lock Nut and Conduit Bushing 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Angle Connector 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Angle Connector 3/4,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Flexible 1,items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Flexible 3/4,items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Straight Connector 1,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Straight Connector 1 1/4,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Straight Connector 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
LQT Straight Connector 3/4,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
MC Polish,cmp_pm_acu_pm,consumable,cleaning_supplies,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Mennekes Plug and Socket 16A,pm_set_electrical,consumable,electronics,set,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Mennekes Plug and Socket 32A,pm_set_electrical,consumable,electronics,set,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (1 hole thick) 1,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (1 hole thick) 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (1 hole thick) 2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (1 hole thick) 3,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (1 hole thick) 3/4,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (1 hole thick) 1 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (2 hole thick) 1,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (2 hole thick) 1 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (2 hole thick) 1 1/4,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (2 hole thick) 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Clamp (2 hole thick) 2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Flexible 1,system_reprocess_replacement_compressor,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Flexible 1/2,system_reprocess_replacement_compressor,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Metal Flexible 3/4,system_reprocess_replacement_compressor,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Mica Tube 1,system_reprocess_replacement_compressor,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Mica Tube 1/2,system_reprocess_replacement_compressor,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Mitsubishi A-48 (Auger Fan Belt),system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Neltex 100cc,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Neltex 300cc,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"Nema 1, 3P",pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Nema 3R Big,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Nema 3R Small,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
New Coil Transformer 100A/5A,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
New Current Coil Transformer 300/5A,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
New Current Coil Transformer 400/SA,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
New LED Panel Lights (Yd-732) RT 18w,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
New LED Panel Lights (Yd-732) SM,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"Nylon cord, 1/2""",items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Omni E14 DL 4w,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Omni E14 WW 4w,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Omni E27 Red 1.5w,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Osram Flourescent ww 3w,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Paint Thinner,cmp_pm_acu_pm,consumable,cleaning_supplies,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Panel Box 2P 20A,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Panel Door Handle,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PBD 8R 26 Cool White,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Pillow Block Bearing 3,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Pillow Block Bearing P207,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Pillow Block Bearing P209,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Plastic Strap metal clip,items_tools,consumable,disposables,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Polyethylene (blue),items_tools,consumable,tools,roll,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Polyethylene (White),items_tools,consumable,tools,roll,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Powdered Soap,cmp_pm_acu_pm,consumable,cleaning_supplies,sack,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR 45° Elbow 11/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR 45° Elbow 1 1/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR 45° Elbow 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Ball Valve 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Ball Valve Double Union 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Elbow 2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Elbow 11/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Gate Valve 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Hot Melt Ball Valve 1 1/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Hot Melt Balt Valve 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Tee 1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Tee 1 1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Tee 2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Tee 3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Tee Reducer 1 1/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Tee Reducer 1x3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded 1 1/4x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded 3/4x1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded Elbow 1x1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded Female Adapter 1 1/4x1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded Female Adapter 3/4x1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded Male Adapter 1x3/4,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded Male Adapter 1 1/4x1,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Threaded Tee 3/4x1/2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Union Pantente 1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Union Patente 1 1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
PPR Union Patente 3/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Pull Box 4x10x10,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Pull Box 4x6x6,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Pull Box 4x8x8,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Pull Box 6x8x8,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Red Oxide Primer,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Relay (Large) TR N2/3,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Relay (Large) TR NS/3,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Relay (Large) TR-N3/3,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rocker Switch 4 pins 23A,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Roofing Nail 2 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
ROS Black Paint,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
ROS Cream Paint,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
ROS Green Paint,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
ROS Ivory Paint,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
ROS Red Paint,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
ROS Stone Gray Paint,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Bushing 1,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Bushing 1 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Coupling 2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Coupling 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Elbow 1 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Elbow 1 1/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Pipe 1 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Pipe 1 1/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
RSC Pipe 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 1 1/2x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 1 3/8x1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 1/2x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 1/2x3/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 1/4x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 1/8x3/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 2 1/8x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 3/4x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 3/4x1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 3/4x3/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 3/8x3/4,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 3/8x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 3/8x3/8,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 5/8x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 7/8x1,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 7/8x1/2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rubber Insulation 1 1/8x3/8,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Rugby,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
"Sand, Bistay",items_tools,consumable,tools,sack,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Sanitary PVC Elbow 2,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Sanitary PVC Wye2,system_reprocess_replacement_compressor,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Sealant t (Gray),items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Shrinkable Tube (B),items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Shrinkable Tube (G),items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Shrinkable Tube (R),items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Shrinkable Tube (Y),items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Slide Type FLTube Holder,items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Solenoid Coil,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Solenoid Valve,system_reprocess_replacement_compressor,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spiral Bond 1,items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spiral Bond 1/2,items_tools,consumable,tools,meter,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Beige,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Clear,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Dark Grey,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Deep Green,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Flat Black,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Flat White,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Flourescent White,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Grass Green,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Mardon,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Metalic Brown,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Orange,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Silver,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny Steel Grey,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Spray Paint Bosny White,items_tools,consumable,chemicals,can,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
SPRKL-DL 6 sq,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Square Box (PVC),items_tools,consumable,tools,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Straight Connector 1,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Straight Connector 1 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Straight Connector 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Straight Connector 2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Straight Connector 2 1/2,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Straight Connector 3,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Straight Connector 3/4,items_tools,consumable,disposables,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Superlon Adhesive,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Switch Socket Cassette Screw 3/16x2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
T-Condulet 1,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
T-Condulet 1/2,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
T-Condulet 3/4,pm_set_electrical,consumable,electronics,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Tee BI 1,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Tee BI 1/2,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Tee BI 3/4,pm_set_electrical,consumable,electronics,pc,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Tent 2x4,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Terminal Block 25 AMP,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Terminal Lugs Crimp (Ring) 100 - 16,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
Terminal Lugs Crimp (Ring) 14 -10,items_tools,consumable,tools,unit,false,Imported from INVENTORY LIST (DIGITIZED). Catalog-only digitized reference row.,good,0,,
